,customer_id,purchase_date,product_category,amount,transaction_id
161,177,2025-06-07,Electronics,482.22,1174
162,608,2025-01-03,Home & Kitchen,151.8,1175
163,104,2025-07-14,Sports,181.77,1176
164,487,2025-04-30,Home & Kitchen,308.22,1177
165,307,2025-03-05,Sports,379.33,1178
166,164,2025-01-12,Clothing,353.41,1179
167,301,2025-05-20,Home & Kitchen,370.25,1180
168,883,2025-05-10,Toys,33.76,1181
169,146,2025-06-26,Home & Kitchen,252.81,1182
170,308,2025-07-19,Electronics,218.06,1183
171,823,2025-07-13,Electronics,411.49,1184
172,581,2025-03-03,,385.62,1185
173,657,2025-04-29,Electronics,327.88,1035
174,10,2025-03-02,Electronics,176.9,1186
175,312,2025-04-18,Home & Kitchen,447.08,1187
176,323,2025-08-31,Clothing,29.74,1188
177,213,2025-04-18,Sports,433.46,1046
178,614,2025-03-22,Clothing,156.63,1189
179,996,,Sports,437.74,1190
180,109,2025-08-15,Home & Kitchen,453.52,1191
181,449,2025-08-11,Home & Kitchen,382.09,1073
182,660,2025-05-06,Clothing,418.73,1192
183,31,2025-01-10,Toys,426.87,1193
184,616,,Clothing,138.84,1194
185,910,2025-04-03,Electronics,490.68,1052
186,127,2025-01-11,Toys,117.98,1195
187,305,2025-08-13,,391.75,1196
188,17,2025-01-24,,472.13,1197
189,84,2025-08-04,Sports,5.07,1198
190,599,2025-07-07,Home & Kitchen,152.54,1199
191,670,2025-06-04,Electronics,334.86,1200
192,297,2025-08-16,Toys,252.28575163398693,1201
193,176,2025-09-08,Clothing,124.74,1202
194,991,2025-03-03,Toys,120.03,1203
195,79,2025-07-21,Sports,395.55,1204
196,27,2025-03-07,Home & Kitchen,284.72,1205
197,820,2025-03-17,Home & Kitchen,87.82,1206
198,118,2025-07-28,Home & Kitchen,391.29,1207
199,793,2025-01-09,Sports,398.29,1208
200,6,2025-06-01,Toys,173.49,1209
201,825,2025-01-14,Toys,302.53,1210
202,508,2025-05-04,Clothing,342.9,1211
203,403,2025-06-18,Electronics,424.97,1212
204,383,2025-04-16,Sports,122.53,1213
205,399,2025-08-20,Toys,492.09,1214
206,671,2025-03-26,Electronics,75.36,1215
207,19,2025-04-25,Toys,145.72,1216
208,746,2025-08-29,Home & Kitchen,474.11,1217
209,542,2025-05-23,Electronics,66.79,1087
210,61,2025-02-24,Toys,230.84,1218
211,544,2025-05-10,Home & Kitchen,416.53,1219
212,658,2025-05-27,Sports,490.69,1220
213,850,2025-04-28,Electronics,175.89,1221
214,300,2025-02-11,Clothing,52.78,1222
215,108,2025-04-05,Sports,301.49,1223
216,330,2025-01-29,Toys,151.17,1224
217,442,2025-07-18,Clothing,391.41,1225
218,629,2025-06-20,Sports,383.44,1226
219,254,2025-01-20,Home & Kitchen,260.77,1227
220,56,2025-09-14,Clothing,352.62,1228
221,276,2025-05-21,Electronics,388.07,1229
222,669,2025-08-27,Toys,180.61,1230
223,866,2025-09-06,Clothing,44.69,1231
224,903,2025-01-14,Clothing,143.62,1232
225,359,2025-05-04,Home & Kitchen,348.82,1233
226,200,2025-01-20,Electronics,423.57,1234
227,766,2025-03-31,Clothing,5.73,1235
228,623,2025-06-02,Clothing,387.71,1236
229,134,2025-06-10,Electronics,278.92284722222223,1237
230,121,2025-08-12,Toys,496.44,1238
231,639,2025-06-17,Toys,28.19,1239
232,546,2025-01-31,Home & Kitchen,219.74,1240
233,45,2025-02-01,Toys,213.8,1241
234,43,2025-01-07,Home & Kitchen,305.84,1242
235,627,2025-02-07,Sports,328.32,1243
236,154,2025-08-16,Home & Kitchen,5.67,1244
237,914,2025-09-02,Clothing,357.75,1245
238,32,2025-05-14,Electronics,18.63,1039
239,417,2025-06-06,Electronics,147.27,1246
240,742,2025-03-10,Toys,455.27,1247
241,400,2025-05-23,Sports,237.64,1248
242,798,2025-08-17,Sports,203.88,1059
243,984,2025-03-13,Toys,340.38,1249
244,915,2025-09-14,Home & Kitchen,158.14,1250
245,483,2025-01-26,Electronics,141.5,1251
246,34,2025-01-27,Sports,245.37,1252
247,306,2025-04-08,Clothing,324.68,1253
248,531,2025-06-25,Sports,190.79,1254
249,712,2025-07-29,Home & Kitchen,427.71,1255
250,266,2025-03-04,Toys,256.17,1256
251,625,2025-01-19,,378.35,1257
252,638,2025-06-10,Home & Kitchen,372.24,1258
253,594,2025-07-29,Sports,425.92,1259
254,847,2025-03-12,Home & Kitchen,10.65,1260
255,607,2025-04-29,Clothing,102.48,1261
256,97,2025-05-14,Electronics,60.73,1262
257,994,2025-03-07,Clothing,199.27,1263
258,169,2025-01-25,Sports,485.91,1264
259,132,2025-03-14,Clothing,12.09,1265
260,618,2025-01-05,Electronics,335.56,1266
261,360,2025-04-11,Sports,312.23,1267
262,947,,Electronics,240.4,1268
263,484,2025-02-25,Electronics,316.63,1269
264,211,2025-08-25,Clothing,214.16,1270
265,363,2025-03-22,Clothing,455.18,1271
266,136,2025-08-14,Electronics,330.98,1272
267,194,2025-02-28,Sports,246.38,1029
268,880,2025-04-07,Home & Kitchen,153.46,1273
269,173,2025-09-02,Home & Kitchen,347.8,1274
270,387,2025-03-30,Home & Kitchen,332.2,1275
271,358,2025-08-27,Toys,382.14,1276
272,673,2025-06-20,Clothing,124.0,1277
273,150,2025-04-26,Sports,406.51,1278
274,57,2025-03-30,Electronics,240.84,1279
275,416,2025-02-22,Sports,155.45,1280
276,762,2025-06-14,Clothing,232.88,1281
277,603,2025-01-14,Home & Kitchen,219.24,1282
278,285,2025-08-10,Clothing,261.39,1283
279,68,2025-04-14,Sports,302.95,1284
280,55,2025-08-04,Clothing,236.81905660377362,1285
281,225,2025-06-05,Home & Kitchen,489.37,1286
282,877,2025-03-20,Sports,370.61,1287
283,572,2025-02-04,Home & Kitchen,179.76,1288
284,272,2025-03-13,Toys,16.68,1289
285,378,2025-05-27,Clothing,10.79,1290
286,694,2025-08-02,Sports,374.98,1291
287,325,2025-06-12,Home & Kitchen,9.91,1292
288,50,2025-05-26,Home & Kitchen,40.5,1293
289,183,2025-07-10,Sports,161.55,1294
290,504,2025-02-10,Sports,332.9,1070
291,831,2025-01-14,Home & Kitchen,148.0,1295
292,580,2025-08-19,Clothing,201.93,1296
293,365,2025-05-05,Clothing,9.47,1297
294,384,2025-01-21,Electronics,14.57,1298
295,255,2025-07-01,Home & Kitchen,255.62829268292683,1299
296,47,2025-06-09,Clothing,495.71,1300
297,447,2025-08-02,Electronics,487.23,1301
298,651,2025-02-23,Clothing,40.15,1302
299,85,2025-01-29,Sports,62.49,1303
300,559,2025-02-15,Sports,13.69,1304
301,907,2025-08-08,Home & Kitchen,366.03,1305
302,293,2025-05-28,Sports,336.25,1306
303,721,2025-07-03,Toys,255.93,1307
304,833,2025-04-24,Sports,388.8,1308
305,636,2025-04-27,Clothing,238.88,1309
306,87,2025-09-08,Electronics,278.92284722222223,1310
307,587,2025-09-14,Clothing,182.5,1311
308,523,2025-02-20,Toys,56.59,1312
309,569,2025-02-09,Home & Kitchen,31.89,1313
310,328,2025-05-07,Toys,352.8,1314
311,971,,Clothing,395.52,1315
312,973,2025-08-01,Sports,43.84,1316
313,870,2025-04-20,Clothing,302.77,1317
314,37,2025-04-18,Home & Kitchen,255.62829268292683,1074
315,829,2025-03-25,Home & Kitchen,341.41,1318
316,510,2025-05-23,Sports,274.53,1319
317,77,2025-05-17,Home & Kitchen,334.17,1320
318,681,,Sports,60.2,1321
319,975,2025-06-28,Sports,272.65,1322
320,313,2025-03-08,Home & Kitchen,353.32,1323
321,690,2025-03-08,Clothing,335.94,1324
322,736,2025-03-14,Sports,166.02,1325
323,39,2025-04-21,Sports,267.18,1326
324,966,2025-01-18,Clothing,118.2,1327
325,434,2025-02-09,Home & Kitchen,375.58,1328
326,803,2025-01-07,Sports,451.71,1329
327,237,2025-03-05,Home & Kitchen,449.79,1330
328,474,2025-04-12,Toys,244.62,1331
329,260,2025-08-11,Clothing,64.68,1332
330,518,2025-07-21,Electronics,298.81,1333
331,787,2025-04-13,Sports,197.14,1334
332,917,2025-02-24,Home & Kitchen,197.79,1335
333,666,2025-02-08,Toys,49.2,1336
334,44,2025-08-15,Toys,340.52,1337
335,900,2025-03-01,Electronics,282.42,1338
336,661,2025-05-10,Clothing,236.81905660377362,1339
337,553,2025-08-27,Clothing,403.2,1340
338,520,2025-04-08,Clothing,480.76,1341
339,235,2025-04-09,Clothing,355.01,1342
340,755,2025-01-22,Toys,140.98,1343
341,856,2025-03-15,Sports,195.26,1344
342,804,2025-02-08,Sports,17.47,1345
343,273,2025-04-02,Clothing,141.7,1346
344,686,2025-02-28,Home & Kitchen,133.47,1347
345,921,2025-09-08,Toys,358.41,1348
346,778,2025-07-02,Electronics,288.9,1349
347,420,2025-03-21,Toys,129.25,1350
348,137,2025-03-10,Toys,384.2,1351
349,287,2025-05-29,Toys,478.18,1352
350,372,2025-05-12,Clothing,488.52,1353
351,735,2025-08-03,Electronics,320.27,1354
352,350,2025-03-21,Sports,274.52,1355
353,148,2025-02-08,Clothing,39.16,1356
354,663,2025-06-06,Electronics,428.57,1357
355,418,2025-03-01,Sports,183.22,1358
356,478,2025-02-08,,345.42,1359
357,259,,Clothing,365.85,1360
358,558,2025-08-03,Sports,429.49,1361
359,964,2025-06-17,Sports,482.19,1362
360,219,2025-01-29,Clothing,195.33,1363
361,782,2025-06-25,Toys,412.15,1364
362,226,2025-08-16,Clothing,85.54,1036
363,609,2025-06-24,Home & Kitchen,271.85,1365
364,212,2025-04-12,Sports,313.59,1366
365,846,2025-02-05,Toys,151.05,1367
366,112,2025-08-17,Sports,459.62,1368
367,304,2025-01-01,Toys,380.59,1369
368,430,2025-05-12,Sports,34.46,1370
369,290,2025-01-11,Toys,415.5,1371
370,105,,Toys,323.85,1372
371,336,2025-01-15,Home & Kitchen,267.81,1373
372,604,2025-02-11,Electronics,73.9,1374
373,71,2025-06-22,Sports,36.5,1375
374,552,2025-06-23,Home & Kitchen,13.39,1376
375,943,2025-07-16,Toys,65.89,1377
376,119,2025-07-20,Clothing,174.51,1378
377,223,2025-07-27,Electronics,481.93,1379
378,232,2025-08-07,Sports,250.56731428571428,1380
379,754,2025-05-13,Sports,297.89,1381
380,298,2025-07-25,Sports,240.79,1382
381,979,2025-06-01,Sports,8.79,1383
382,560,2025-06-03,Sports,150.28,1384
383,54,2025-03-05,Clothing,459.53,1385
384,951,2025-02-26,Home & Kitchen,24.53,1386
385,193,2025-04-08,Electronics,195.18,1387
386,522,2025-06-21,Electronics,348.6,1388
387,360,2025-04-11,Sports,312.23,1389
388,406,2025-03-09,,116.88,1390
389,124,2025-01-05,Toys,80.04,1391
390,606,2025-04-30,,411.98,1392
391,82,2025-01-25,Sports,224.8,1393
392,438,2025-07-05,Electronics,251.95,1069
393,185,2025-07-01,Electronics,7.73,1394
394,905,2025-01-17,Electronics,185.47,1395
395,626,2025-04-16,Clothing,445.62,1396
396,355,2025-06-18,Sports,420.47,1397
397,634,2025-06-09,Clothing,191.77,1398
398,524,2025-08-05,Sports,281.07,1399
399,729,2025-06-01,Electronics,290.75,1400
400,941,2025-06-01,Electronics,379.87,1401
401,894,2025-01-18,Clothing,305.91,1402
402,246,,Clothing,252.8,1403
403,23,2025-03-01,Electronics,159.37,1404
404,916,2025-04-08,Home & Kitchen,188.62,1405
405,570,2025-01-12,Clothing,26.73,1406
406,853,2025-05-28,Home & Kitchen,206.73,1407
407,632,2025-07-20,Toys,133.37,1408
408,321,2025-05-03,Clothing,355.32,1409
409,577,2025-09-07,Electronics,490.59,1410
410,595,2025-05-17,Clothing,296.42,1411
411,155,2025-05-07,Clothing,232.53,1412
412,925,2025-04-21,Toys,11.14,1413
413,940,2025-01-03,Clothing,478.94,1414
414,706,2025-08-31,Toys,37.67,1415
415,435,2025-08-24,Toys,189.01,1416
416,466,2025-03-10,Clothing,81.3,1417
417,409,2025-08-10,Toys,217.82,1418
418,834,2025-02-19,Electronics,386.23,1419
419,652,2025-05-10,Home & Kitchen,292.14,1420
420,960,2025-09-01,Clothing,142.02,1421
421,821,2025-06-08,Home & Kitchen,96.74,1422
422,852,2025-08-01,Electronics,397.33,1423
423,874,2025-07-25,Sports,196.89,1424
424,717,2025-02-24,Sports,318.88,1425
425,877,2025-03-20,Sports,370.61,1426
426,130,2025-03-14,Electronics,333.21,1427
427,288,2025-07-07,Electronics,275.56,1428
428,693,2025-05-16,Electronics,497.74,1429
429,678,2025-06-10,Clothing,37.89,1430
430,779,2025-01-16,Clothing,472.3,1431
431,516,2025-02-19,Electronics,278.92284722222223,1432
432,280,2025-05-25,Sports,383.95,1433
433,506,2025-05-26,Toys,473.81,1434
434,322,2025-04-23,Home & Kitchen,5.77,1435
435,238,2025-05-30,Sports,258.77,1436
436,842,2025-08-28,Clothing,52.22,1437
437,464,2025-01-08,Electronics,348.34,1438
438,138,2025-07-07,Electronics,245.57,1439
439,659,2025-06-14,Clothing,22.83,1440
440,571,2025-02-07,Sports,152.13,1441
441,95,2025-06-24,Toys,252.28575163398693,1442
442,886,2025-02-15,Electronics,357.96,1443
443,397,2025-06-13,Electronics,440.68,1050
444,149,2025-04-08,Home & Kitchen,206.75,1444
445,70,2025-06-02,Electronics,415.09,1445
446,497,2025-05-23,Sports,293.97,1446
447,722,2025-05-24,Electronics,278.92284722222223,1447
448,170,2025-03-04,Clothing,236.81905660377362,1448
449,248,2025-06-07,Clothing,208.46,1449
450,998,2025-05-03,Toys,303.73,1450
451,267,2025-02-05,Electronics,273.14,1451
452,80,2025-07-07,Toys,490.47,1452
453,320,2025-01-05,Clothing,432.96,1453
454,111,2025-03-29,Home & Kitchen,319.87,1454
455,422,2025-04-28,Home & Kitchen,394.84,1455
456,582,2025-08-03,Toys,146.46,1456
457,186,2025-08-04,Home & Kitchen,402.72,1457
458,672,,Sports,358.64,1458
459,637,2025-03-17,Toys,133.84,1459
460,339,2025-01-25,Toys,314.27,1460
461,52,2025-08-14,Toys,40.53,1461
462,950,2025-07-18,Sports,78.65,1462
463,292,2025-07-12,Clothing,150.84,1463
464,236,2025-02-11,Home & Kitchen,25.8,1464
465,181,2025-07-02,Toys,475.96,1465
466,311,2025-04-07,Sports,184.15,1466
467,902,2025-04-14,Electronics,415.55,1467
468,364,2025-06-14,Clothing,437.48,1468
469,110,2025-05-10,Sports,231.97,1469
470,8,2025-01-25,Electronics,278.92284722222223,1470
471,624,2025-07-17,Sports,447.58,1471
472,683,2025-03-22,Home & Kitchen,75.72,1472
473,954,2025-05-16,Home & Kitchen,428.99,1473
474,901,2025-01-17,Toys,138.77,1474
475,90,2025-07-11,Clothing,187.51,1475
476,512,2025-01-04,Toys,480.27,1476
477,942,2025-02-24,Clothing,303.88,1477
478,584,2025-06-05,Electronics,466.22,1478
479,674,2025-03-23,Electronics,345.07,1479
480,809,2025-02-10,Electronics,317.31,1480
481,405,2025-01-29,Home & Kitchen,362.74,1481
482,286,2025-02-28,Clothing,354.95,1482
483,450,2025-02-13,Sports,104.65,1483
484,817,,Clothing,143.94,1484
485,16,2025-06-11,Sports,299.59,1485
486,990,2025-03-19,Clothing,457.08,1486
487,145,2025-07-17,Sports,75.71,1487
488,341,2025-03-20,Home & Kitchen,488.13,1488
489,11,2025-05-03,Electronics,298.64,1489
490,692,2025-08-12,Electronics,26.0,1490
491,976,2025-03-16,Clothing,173.6,1491
492,887,2025-08-05,,107.5,1492
493,588,2025-05-11,Toys,247.0,1493
494,884,2025-08-01,Electronics,226.29,1494
495,446,2025-02-18,Electronics,201.52,1495
496,303,2025-05-11,Toys,414.62,1496
497,324,2025-08-15,Toys,147.76,1497
498,621,2025-03-25,Home & Kitchen,479.18,1498
499,410,2025-07-15,Sports,219.2,1499
500,302,,Home & Kitchen,497.44,1500
501,526,2025-08-10,,478.62,1501
502,473,2025-04-16,Electronics,364.89,1502
503,949,2025-08-22,Home & Kitchen,174.87,1503
504,433,2025-06-28,Sports,260.7,1504
505,631,,Toys,64.5,1505
506,401,2025-05-16,Electronics,211.2,1506
507,834,2025-02-19,Electronics,386.23,1507
508,788,2025-08-02,Home & Kitchen,246.4,1508
509,495,2025-05-31,Clothing,269.31,1509
510,441,2025-02-28,Electronics,398.13,1510
511,953,2025-06-26,Electronics,241.07,1511
512,859,2025-01-03,Sports,404.45,1512
513,256,2025-05-02,Clothing,422.61,1513
514,104,2025-07-14,Sports,181.77,1514
515,864,2025-03-29,Toys,33.63,1515
516,158,2025-07-26,Toys,99.1,1516
517,278,2025-01-15,Electronics,124.74,1517
518,642,2025-06-08,Toys,94.9,1518
519,698,2025-03-28,Sports,195.0,1519
520,985,2025-08-31,Toys,41.18,1520
521,480,2025-04-06,Toys,252.28575163398693,1521
522,281,2025-08-17,Clothing,59.94,1522
523,539,2025-02-27,Electronics,205.12,1523
524,440,2025-08-19,Toys,154.13,1524
525,906,2025-03-31,Sports,394.17,1525
526,759,2025-01-12,Home & Kitchen,234.73,1526
527,946,2025-06-24,Sports,114.32,1527
528,612,2025-07-11,Electronics,109.94,1528
529,291,2025-06-21,Clothing,440.76,1529
530,592,2025-02-01,Home & Kitchen,37.52,1530
531,3,2025-02-11,Toys,159.05,1531
532,102,2025-03-30,Toys,371.25,1532
533,153,2025-05-25,Toys,381.7,1533
534,369,2025-06-04,Home & Kitchen,55.44,1534
535,165,2025-07-18,Clothing,423.73,1535
536,537,2025-06-14,Home & Kitchen,112.86,1536
537,585,2025-04-14,Clothing,155.85,1537
538,348,2025-06-07,Sports,283.23,1538
539,7,2025-08-06,Clothing,405.08,1539
540,458,2025-02-06,Sports,252.7,1540
541,640,2025-01-02,Clothing,250.65,1541
542,415,2025-01-12,Toys,251.28,1542
543,965,2025-02-24,Electronics,278.92284722222223,1543
544,214,2025-09-13,Toys,347.78,1544
545,486,2025-01-04,Electronics,278.92284722222223,1545
546,932,2025-06-27,Home & Kitchen,207.66,1546
547,912,2025-01-27,Sports,418.56,1547
548,929,2025-05-12,Home & Kitchen,85.7,1548
549,808,2025-07-26,Electronics,475.48,1549
550,988,2025-03-18,Clothing,193.36,1550
551,650,2025-09-12,Electronics,376.83,1551
552,538,2025-06-27,Sports,71.47,1552
553,978,2025-06-15,Clothing,132.52,1553
554,967,2025-03-18,Electronics,77.75,1554
555,408,2025-07-23,Toys,226.6,1555
556,49,2025-08-08,Sports,263.12,1556
557,824,2025-07-29,Toys,102.07,1557
558,545,2025-02-10,Electronics,340.17,1558
559,928,2025-03-31,Clothing,175.87,1559
560,257,2025-07-21,Home & Kitchen,255.62829268292683,1560
561,716,2025-07-05,Toys,71.25,1561
562,448,2025-08-12,Home & Kitchen,250.86,1562
563,295,2025-06-29,Home & Kitchen,23.18,1563
564,579,2025-07-15,Electronics,28.83,1564
565,159,2025-08-10,Sports,30.31,1565
566,532,2025-08-14,Home & Kitchen,444.89,1566
567,649,2025-02-12,Home & Kitchen,350.12,1567
568,919,2025-04-25,Sports,293.19,1568
569,733,2025-09-02,Clothing,473.5,1569
570,375,2025-02-09,Toys,319.01,1570
571,860,2025-04-05,Sports,436.25,1571
572,689,2025-01-10,Sports,290.68,1572
573,688,2025-08-13,Sports,364.7,1573
574,394,2025-03-18,Clothing,318.19,1574
575,895,2025-07-06,Toys,414.22,1575
576,423,2025-02-16,Electronics,439.16,1576
577,163,2025-05-10,Home & Kitchen,496.66,1577
578,125,2025-06-03,Electronics,319.8,1578
579,740,2025-05-31,Home & Kitchen,406.38,1579
580,374,2025-04-27,Sports,380.71,1580
581,98,2025-09-07,Toys,279.09,1581
582,429,2025-07-19,Toys,435.63,1582
583,818,2025-02-06,Home & Kitchen,278.49,1583
584,644,2025-04-24,Home & Kitchen,320.02,1584
585,855,,Home & Kitchen,255.62829268292683,1585
586,203,2025-01-01,,,1586
587,117,2025-08-05,Toys,127.07,1587
588,168,2025-02-02,Clothing,72.62,1588
589,245,2025-06-24,Electronics,477.75,1589
590,811,2025-03-19,Electronics,412.78,1590
591,128,2025-01-25,Toys,108.55,1591
592,233,2025-04-12,Toys,136.34,1592
593,226,2025-08-16,Clothing,85.54,1593
594,91,2025-06-26,Toys,109.3,1594
595,962,2025-06-12,Home & Kitchen,57.16,1595
596,507,2025-02-08,Toys,478.24,1596
597,356,2025-03-23,Sports,290.71,1597
598,261,2025-03-04,,,1598
